illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.9132000000476523],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1330999999046867],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8822999999522949],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.289600000143082],0,3,3,3,1,nature,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0387999999523458],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9158000001907567],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.3427999999523195],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9422999999522972],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.156499999999994],0,8,8,8,1,square,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.9245000000000232],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",0,[2.0321999998092792],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8941000001430552],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2157000000476614],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.1157999999522872],0,13,13,13,1,tool,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9057000000476592],0,14,14,14,1,home,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.552500000000009],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.1825000000000045],0,16,16,16,1,home,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8155000000000427],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0988000001907494],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9903000001907571],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.0362000000476996],0,20,20,20,1,violin,d,1,Hit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8823999998569434],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.5863999998569511],0,22,22,22,1,confident,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.087500000000034],0,23,23,23,1,bomb,l,0,NoHit
,,,,,,,11,,2021-12-17_18h28.41.845,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.1767999999523227],0,24,24,24,1,confident,d,1,Hit
