"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
1,493907,"[""l""]",1,"[18.06330000001192]","bless","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.9418999999761581]","nature","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.4511999999880913]","carefree","l",0,"NoHit"
1,493907,"[""d""]",1,"[2.773599999964233]","nature","d",1,"Hit"
1,493907,"[""l""]",1,"[2.58869999998808]","easygoing","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.292600000023839]","pillow","l",0,"NoHit"
1,493907,"[""d""]",1,"[1.2691000000238262]","easygoing","d",1,"Hit"
1,493907,"[""l""]",1,"[1.3343000000119218]","gentle","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.1473999999761588]","square","l",0,"NoHit"
1,493907,"[""d""]",1,"[0.9008999999761613]","gentle","d",1,"Hit"
1,493907,"[""l""]",1,"[1.2180000000000177]","carefree","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.1533000000119102]","tool","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.0723000000119214]","bored","l",0,"NoHit"
1,493907,"[""d""]",1,"[0.9853999999761527]","tool","d",1,"Hit"
1,493907,"[""l""]",1,"[1.171899999976148]","home","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.9846999999880666]","immature","l",0,"NoHit"
1,493907,"[""d""]",1,"[0.8836000000238471]","home","d",1,"Hit"
1,493907,"[""l""]",1,"[0.8007000000476978]","fault","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.7442999999523181]","pillow","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.1905999999642347]","violin","l",0,"NoHit"
1,493907,"[""l""]",0,"[1.2508000000119353]","violin","d",1,"Hit"
1,493907,"[""l""]",1,"[1.4046000000238337]","tense","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.6680000000000064]","confident","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.001699999988091]","bomb","l",0,"NoHit"
1,493907,"[""l""]",0,"[1.085699999988094]","confident","d",1,"Hit"
1,493907,"[""l""]",1,"[1.9425999999642443]","butterfly","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.9011000000238312]","cheer","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.78839999997615]","street","l",0,"NoHit"
1,493907,"[""l""]",0,"[2.2210999999642524]","cheer","d",1,"Hit"
1,493907,"[""l""]",1,"[0.9374000000357512]","taxi","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.83660000002385]","adventure","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.9848999999761645]","crutch","l",0,"NoHit"
1,493907,"[""d""]",1,"[1.6135999999642365]","adventure","d",1,"Hit"
1,493907,"[""l""]",1,"[1.685899999976158]","vest","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.3525999999642409]","taxi","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.321399999976137]","brave","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.2466000000238466]","square","l",0,"NoHit"
1,493907,"[""d""]",1,"[1.772500000000008]","brave","d",1,"Hit"
1,493907,"[""l""]",1,"[0.9341000000238466]","unhappy","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.0241999999880704]","deformed","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.1623000000119248]","rifle","l",0,"NoHit"
1,493907,"[""d""]",1,"[1.7191999999880636]","deformed","d",1,"Hit"
1,493907,"[""l""]",1,"[0.8919999999999959]","tense","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.9963999999761768]","inferior","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.0019999999999811]","exercise","l",0,"NoHit"
1,493907,"[""d""]",1,"[2.862100000023844]","inferior","d",1,"Hit"
1,493907,"[""l""]",1,"[1.35089999997615]","crutch","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.1844999999999857]","obesity","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.692300000011926]","bless","l",0,"NoHit"
1,493907,"[""d""]",1,"[1.543899999976162]","obesity","d",1,"Hit"
1,493907,"[""l""]",1,"[1.1773000000119112]","pistol","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.8179999999999836]","bored","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.9078999999761663]","pity","l",0,"NoHit"
1,493907,"[""l""]",1,"[1.0173999999761634]","politeness","l",0,"NoHit"
1,493907,"[""l""]",0,"[4.109199999988078]","pity","d",1,"Hit"
1,493907,"[""l""]",1,"[1.1956999999880793]","beautiful","l",0,"NoHit"
1,493907,"[""l""]",1,"[0.8015000000000043]","street","l",0,"NoHit"
