"participant","Expra.Code","recog_resp.keys","recog_resp.rt","conf_resp.keys","conf_resp.rt","images","type","corr_ans"
4,611976,"left",1.8202,4,0.2087,"stimuli/objects/basketballhoop01.jpg","old","left"
4,611976,"left",1.2903,4,1.1192,"stimuli/objects/securitycamera.jpg","old","left"
4,611976,"right",2.521,2,0.299,"stimuli/objects/waterbottleholder.jpg","new","right"
4,611976,"left",1.7674,4,0.0901,"stimuli/objects/beachumbrella01.jpg","old","left"
4,611976,"left",1.2367,4,0.0176,"stimuli/objects/sledgehammer.jpg","old","left"
4,611976,"right",2.0037,2,0.3287,"stimuli/objects/skiboot01a.jpg","new","right"
4,611976,"left",0.9254,4,0.3573,"stimuli/objects/shovel01.jpg","new","right"
4,611976,"left",0.8185,4,0.7389,"stimuli/objects/handgripper.jpg","old","left"
4,611976,"left",0.9668,4,0.0394,"stimuli/objects/skipole.jpg","old","left"
4,611976,"right",1.3462,3,0.3417,"stimuli/objects/swissarmyknife01a.jpg","new","right"
4,611976,"left",0.9255,4,0.2945,"stimuli/objects/swing.jpg","old","left"
4,611976,"left",0.8789,4,0.3999,"stimuli/objects/cclamp.jpg","old","left"
4,611976,"right",1.3938,4,0.4981,"stimuli/objects/patioumbrella.jpg","new","right"
4,611976,"left",1.1935,2,0.2847,"stimuli/objects/jackhammer.jpg","old","left"
4,611976,"left",1.8666,4,0.2637,"stimuli/objects/sportbag.jpg","old","left"
4,611976,"left",0.9691,4,0.3584,"stimuli/objects/adjustablewrench01b.jpg","old","left"
4,611976,"right",1.3275,2,0.2816,"stimuli/objects/needlenosepliers01.jpg","new","right"
4,611976,"left",1.1029,4,0.3423,"stimuli/objects/flooringstapler.jpg","new","right"
4,611976,"left",0.7333,4,0.3456,"stimuli/objects/volleyball.jpg","old","left"
4,611976,"left",0.6519,3,0.2729,"stimuli/objects/skateboard.jpg","new","right"
4,611976,"left",1.2339,3,0.3482,"stimuli/objects/hockeygoalieglove.jpg","old","left"
4,611976,"right",0.9112,2,0.2961,"stimuli/objects/remotecontrol04.jpg","new","right"
4,611976,"left",1.7909,4,0.1867,"stimuli/objects/basketball01.jpg","new","right"
4,611976,"left",0.7669,4,0.2999,"stimuli/objects/anchor.jpg","old","left"
4,611976,"left",0.6355,4,0.2564,"stimuli/objects/magneticcompass.jpg","old","left"
4,611976,"right",1.5094,2,0.2681,"stimuli/objects/drillbit03a.jpg","old","left"
4,611976,"left",1.3177,4,0.5465,"stimuli/objects/bikehelmet.jpg","old","left"
4,611976,"left",0.7876,4,0.2812,"stimuli/objects/monitor.jpg","old","left"
4,611976,"left",0.6256,4,0.2583,"stimuli/objects/pot01.jpg","old","left"
4,611976,"left",0.6442,4,0.2722,"stimuli/objects/solderingwire.jpg","old","left"
4,611976,"left",0.7148,4,0.1833,"stimuli/objects/metalscissors.jpg","old","left"
4,611976,"left",0.8071,4,0.081,"stimuli/objects/baseball01a.jpg","old","left"
4,611976,"left",1.4468,2,0.2567,"stimuli/objects/scanner.jpg","old","left"
4,611976,"right",1.1906,3,0.2539,"stimuli/objects/lifejacket.jpg","new","right"
4,611976,"left",1.2394,3,0.2879,"stimuli/objects/gymnasticring.jpg","old","left"
4,611976,"left",2.2612,2,0.2639,"stimuli/objects/downhillski.jpg","new","right"
4,611976,"left",1.3513,1,0.8228,"stimuli/objects/wateringcan.jpg","new","right"
4,611976,"right",1.3306,2,0.7501,"stimuli/objects/skihelmet01.jpg","new","right"
4,611976,"right",1.2036,3,0.4545,"stimuli/objects/parachute.jpg","new","right"
4,611976,"right",1.4333,3,0.2413,"stimuli/objects/tennisball01b.jpg","old","left"
4,611976,"left",0.7411,4,0.2539,"stimuli/objects/tennisracket.jpg","old","left"
4,611976,"right",0.8686,2,0.2865,"stimuli/objects/spatula03.jpg","new","right"
4,611976,"right",1.6538,2,0.3682,"stimuli/objects/toyhockeystick01.jpg","old","left"
4,611976,"left",0.8061,4,0.282,"stimuli/objects/badmintonracket.jpg","old","left"
4,611976,"left",0.8044,4,0.2528,"stimuli/objects/podium.jpg","old","left"
4,611976,"left",1.0682,4,0.2509,"stimuli/objects/cheeseknife01.jpg","old","left"
4,611976,"left",1.4095,2,0.2953,"stimuli/objects/staplegun.jpg","old","left"
4,611976,"left",1.8082,3,0.2701,"stimuli/objects/mallet01b.jpg","old","left"
4,611976,"right",3.5068,2,0.2222,"stimuli/objects/sewingmachine01a.jpg","new","right"
4,611976,"left",0.9328,3,0.2485,"stimuli/objects/nailgun.jpg","old","left"
4,611976,"right",1.9934,4,0.4346,"stimuli/objects/punchingbag.jpg","new","right"
4,611976,"left",1.014,4,0.3337,"stimuli/objects/walkman.jpg","old","left"
4,611976,"right",1.0946,3,0.2594,"stimuli/objects/paintbrush01.jpg","new","right"
4,611976,"right",1.1275,4,0.2584,"stimuli/objects/toyhardhat.jpg","new","right"
4,611976,"left",1.76,4,0.278,"stimuli/objects/kneepad01c.jpg","old","left"
4,611976,"left",1.2753,4,0.4119,"stimuli/objects/measuringtape01.jpg","old","left"
4,611976,"left",0.8476,4,0.2554,"stimuli/objects/bowl02a.jpg","old","left"
4,611976,"right",1.3506,1,0.7542,"stimuli/objects/carjack.jpg","old","left"
4,611976,"left",0.9709,4,0.2537,"stimuli/objects/propanetank01.jpg","old","left"
4,611976,"right",2.3117,2,0.3269,"stimuli/objects/umbrella04.jpg","old","left"
4,611976,"right",1.3114,4,0.3354,"stimuli/objects/avcable.jpg","old","left"
4,611976,"left",0.9761,4,0.276,"stimuli/objects/backpack01a.jpg","old","left"
4,611976,"left",2.4801,2,0.247,"stimuli/objects/cellphone.jpg","old","left"
4,611976,"left",1.0098,2,0.277,"stimuli/objects/cleaver01.jpg","old","left"
4,611976,"right",1.2512,3,0.2791,"stimuli/objects/gps.jpg","new","right"
4,611976,"right",1.2437,2,0.2792,"stimuli/objects/pickaxe02.jpg","old","left"
4,611976,"left",1.0894,3,0.1784,"stimuli/objects/hedgeshears.jpg","old","left"
4,611976,"left",0.7392,3,4e-04,"stimuli/objects/loppingshears.jpg","old","left"
4,611976,"right",0.9384,4,0.3622,"stimuli/objects/aircompressor.jpg","new","right"
4,611976,"left",1.0542,3,0.3076,"stimuli/objects/teapot.jpg","old","left"
4,611976,"right",1.0152,2,1.0863,"stimuli/objects/wheel01.jpg","old","left"
4,611976,"right",0.8981,4,0.225,"stimuli/objects/mug01.jpg","new","right"
4,611976,"right",0.9639,4,0.3941,"stimuli/objects/poolnet.jpg","new","right"
4,611976,"right",2.6445,4,0.2354,"stimuli/objects/floodlight.jpg","new","right"
4,611976,"right",2.1935,2,0.3053,"stimuli/objects/knife03.jpg","new","right"
4,611976,"left",1.1462,4,0.1337,"stimuli/objects/file.jpg","old","left"
4,611976,"left",0.9779,2,1.2663,"stimuli/objects/videocamera01a.jpg","old","left"
4,611976,"left",0.9618,4,0.2568,"stimuli/objects/gavel.jpg","old","left"
4,611976,"right",2.3828,3,0.3104,"stimuli/objects/football.jpg","new","right"
4,611976,"right",1.9331,4,0.4155,"stimuli/objects/bikelock.jpg","old","left"
4,611976,"left",0.839,3,0.367,"stimuli/objects/gardenshears01a.jpg","old","left"
4,611976,"left",3.7842,2,0.342,"stimuli/objects/jumpercables.jpg","old","left"
4,611976,"right",1.1315,4,0.2845,"stimuli/objects/shopvac.jpg","old","left"
4,611976,"right",1.0819,3,0.205,"stimuli/objects/handrake01a.jpg","new","right"
4,611976,"left",3.0824,4,0.3321,"stimuli/objects/snowboard.jpg","old","left"
4,611976,"left",2.7995,3,0.4587,"stimuli/objects/mitresaw.jpg","old","left"
4,611976,"right",1.2737,2,0.1265,"stimuli/objects/icebucket.jpg","old","left"
4,611976,"right",0.7657,2,0.3104,"stimuli/objects/caulking.jpg","old","left"
4,611976,"left",1.0061,4,0.6703,"stimuli/objects/skigoggles01.jpg","old","left"
4,611976,"right",1.3515,2,0.4029,"stimuli/objects/paintroller01.jpg","new","right"
4,611976,"left",1.268,3,1.0312,"stimuli/objects/surfboard.jpg","old","left"
4,611976,"left",0.903,4,0.4505,"stimuli/objects/lifesaver.jpg","old","left"
4,611976,"left",0.7734,4,0.4802,"stimuli/objects/frisbee.jpg","old","left"
4,611976,"left",0.8959,4,0.5353,"stimuli/objects/tape02a.jpg","old","left"
4,611976,"left",1.7245,3,0.3762,"stimuli/objects/pliers02b.jpg","old","left"
4,611976,"right",1.0134,3,0.2848,"stimuli/objects/jigsaw.jpg","new","right"
4,611976,"right",1.0519,3,0.2346,"stimuli/objects/soccerball.jpg","new","right"
4,611976,"right",0.7216,3,0.422,"stimuli/objects/snowbrush.jpg","new","right"
4,611976,"right",1.0599,3,1.2533,"stimuli/objects/spotlight.jpg","old","left"
4,611976,"left",1.2284,4,0.4189,"stimuli/objects/ladder.jpg","new","right"
4,611976,"right",1.0198,2,0.3236,"stimuli/objects/boltcutter.jpg","new","right"
4,611976,"left",1.0756,3,0.2139,"stimuli/objects/wirestripper.jpg","old","left"
4,611976,"left",0.7676,4,0.3513,"stimuli/objects/exercisemachine.jpg","old","left"
4,611976,"left",1.4516,2,1.1077,"stimuli/objects/cuttingpliers02.jpg","old","left"
4,611976,"left",2.3162,3,0.1217,"stimuli/objects/pipewrench.jpg","old","left"
4,611976,"right",1.2438,4,0.3084,"stimuli/objects/stepladder.jpg","old","left"
4,611976,"left",2.5242,2,0.4307,"stimuli/objects/toaster01.jpg","new","right"
4,611976,"right",1.5575,4,0.2314,"stimuli/objects/hedgetrimmer.jpg","new","right"
4,611976,"left",1.1942,3,0.238,"stimuli/objects/puttyknife.jpg","old","left"
4,611976,"right",0.9764,2,0.4259,"stimuli/objects/cooler01.jpg","old","left"
4,611976,"right",1.3008,2,0.2726,"stimuli/objects/fonduefork01.jpg","old","left"
4,611976,"left",2.1648,3,0.2398,"stimuli/objects/boogieboard.jpg","old","left"
4,611976,"left",0.8229,4,0.2093,"stimuli/objects/binoculars01b.jpg","old","left"
4,611976,"left",0.8717,4,0.3187,"stimuli/objects/grater01a.jpg","old","left"
4,611976,"left",0.9938,4,0.2405,"stimuli/objects/snowshoe.jpg","old","left"
4,611976,"right",0.8085,2,0.3086,"stimuli/objects/rope03.jpg","new","right"
4,611976,"right",0.7756,3,0.2907,"stimuli/objects/boatmotor.jpg","new","right"
4,611976,"right",1.0772,2,0.2521,"stimuli/objects/oven.jpg","old","left"
4,611976,"right",0.8282,2,0.2981,"stimuli/objects/lock03a.jpg","old","left"
4,611976,"right",1.1986,1,1.1799,"stimuli/objects/chandelier.jpg","old","left"
4,611976,"right",0.8666,2,0.2173,"stimuli/objects/battery02b.jpg","new","right"
4,611976,"right",0.995,2,0.2206,"stimuli/objects/bowlingball.jpg","old","left"
4,611976,"left",0.9289,3,0.1334,"stimuli/objects/carlighter02.jpg","old","left"
4,611976,"right",0.8306,1,1.0187,"stimuli/objects/golfbag.jpg","old","left"
4,611976,"left",1.0937,4,0.22,"stimuli/objects/gluetube.jpg","old","left"
4,611976,"left",1.9806,2,0.2729,"stimuli/objects/ethernetcable02.jpg","new","right"
4,611976,"right",0.8687,4,0.3207,"stimuli/objects/flashlight02b.jpg","old","left"
4,611976,"left",1.8168,2,0.2632,"stimuli/objects/shinpad.jpg","new","right"
4,611976,"right",0.9817,3,0.2583,"stimuli/objects/bikepump01.jpg","old","left"
4,611976,"left",1.1396,4,0.2668,"stimuli/objects/rollerblade.jpg","new","right"
4,611976,"right",0.8713,2,0.0558,"stimuli/objects/baseballglove.jpg","new","right"
4,611976,"right",1.3176,3,0.1354,"stimuli/objects/potatomasher03b.jpg","new","right"
4,611976,"left",2.6309,2,0.1793,"stimuli/objects/solderingiron.jpg","old","left"
4,611976,"right",1.2071,2,0.2832,"stimuli/objects/kitchenscale01a.jpg","old","left"
4,611976,"right",0.7122,2,0.2376,"stimuli/objects/reflector.jpg","old","left"
4,611976,"left",0.9654,4,0.2533,"stimuli/objects/styrofoamcup.jpg","old","left"
4,611976,"right",0.7081,2,0.2374,"stimuli/objects/painttray.jpg","old","left"
4,611976,"left",1.3,2,0.3758,"stimuli/objects/squeegee01b.jpg","old","left"
4,611976,"left",1.1984,3,0.2454,"stimuli/objects/pylon01.jpg","old","left"
4,611976,"right",1.119,3,0.3666,"stimuli/objects/alarmsystem.jpg","old","left"
4,611976,"left",0.9135,4,0.3044,"stimuli/objects/exercisebike.jpg","old","left"
4,611976,"right",1.6808,2,0.2797,"stimuli/objects/ellipticalmachine.jpg","new","right"
4,611976,"right",1.507,2,0.2713,"stimuli/objects/bucket02.jpg","old","left"
4,611976,"left",0.8523,4,0.2679,"stimuli/objects/hammer01.jpg","old","left"
4,611976,"right",1.3339,2,0.3313,"stimuli/objects/tent.jpg","new","right"
4,611976,"left",1.0914,2,0.3585,"stimuli/objects/metalbrush.jpg","old","left"
4,611976,"left",1.4404,4,0.345,"stimuli/objects/bicycle.jpg","old","left"
4,611976,"left",0.8121,4,0.6578,"stimuli/objects/footballhelmet.jpg","old","left"
4,611976,"right",0.8047,2,0.3088,"stimuli/objects/axe01.jpg","new","right"
4,611976,"left",3.044,4,0.5483,"stimuli/objects/coffeemachine.jpg","old","left"
4,611976,"right",0.9829,3,0.7129,"stimuli/objects/jumpingjack.jpg","old","left"
4,611976,"right",1.0974,3,0.2665,"stimuli/objects/weight01.jpg","old","left"
4,611976,"right",0.726,3,0.4114,"stimuli/objects/filmnegative.jpg","new","right"
4,611976,"right",0.6557,3,0.3577,"stimuli/objects/charcoalbarbecue.jpg","old","left"
4,611976,"right",3.0549,2,0.2358,"stimuli/objects/birdie.jpg","old","left"
4,611976,"right",0.8897,2,0.3218,"stimuli/objects/boxcutter03a.jpg","new","right"
4,611976,"left",0.8132,4,0.2721,"stimuli/objects/bikewheel.jpg","old","left"
4,611976,"left",1.3787,4,0.2254,"stimuli/objects/blender.jpg","old","left"
4,611976,"right",0.7684,2,0.294,"stimuli/objects/bungeecord02.jpg","old","left"
4,611976,"right",0.9267,1,0.3444,"stimuli/objects/lawnmower.jpg","new","right"
4,611976,"right",2.8236,3,0.6473,"stimuli/objects/trampoline.jpg","new","right"
4,611976,"left",1.1344,1,0.691,"stimuli/objects/kite.jpg","new","right"
4,611976,"left",1.2021,4,0.299,"stimuli/objects/swimgoggles.jpg","old","left"
4,611976,"right",1.6744,2,0.4153,"stimuli/objects/bowrake.jpg","old","left"
4,611976,"right",4.3391,3,0.32,"stimuli/objects/drill01b.jpg","new","right"
4,611976,"left",1.0358,1,1.0396,"stimuli/objects/tray.jpg","old","left"
4,611976,"right",2.9006,3,0.463,"stimuli/objects/dolly01.jpg","new","right"
4,611976,"right",2.2879,4,0.3987,"stimuli/objects/canoepaddle02.jpg","new","right"
4,611976,"right",0.7928,4,0.4114,"stimuli/objects/punchingball.jpg","old","left"
4,611976,"right",0.5813,2,0.9502,"stimuli/objects/gastank.jpg","old","left"
4,611976,"right",1.5118,3,0.3632,"stimuli/objects/kiddiepool.jpg","new","right"
4,611976,"right",1.9464,3,0.2481,"stimuli/objects/exercisebench.jpg","old","left"
4,611976,"left",1.1116,4,0.2566,"stimuli/objects/golfball.jpg","old","left"
4,611976,"right",1.0323,2,0.2474,"stimuli/objects/tablesaw.jpg","old","left"
4,611976,"right",1.6641,3,0.2943,"stimuli/objects/diaperbag.jpg","new","right"
4,611976,"right",1.2207,3,0.2319,"stimuli/objects/whisk.jpg","new","right"
4,611976,"right",1.2875,3,0.2715,"stimuli/objects/television.jpg","new","right"
4,611976,"right",1.9175,3,0.6495,"stimuli/objects/leafblower01.jpg","old","left"
4,611976,"right",0.6109,3,0.1934,"stimuli/objects/toolbox02.jpg","new","right"
4,611976,"left",1.2454,2,0.202,"stimuli/objects/hoe.jpg","old","left"
