illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[4.599000000000004],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1728000001907333],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0208999996185213],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.7585999999046322],0,3,3,3,1,nature,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0332000002861008],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8718999996185346],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.8894999999999982],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9535999999046254],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8302000002860979],0,8,8,8,1,square,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[2.628],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.153000000000006],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2022999997138868],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1184000000953631],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.451100000381473],0,13,13,13,1,tool,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.200799999713894],0,14,14,14,1,home,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9352999997139193],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.8808000001907317],0,16,16,16,1,home,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0772000002860977],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.869800000190736],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1439000000953854],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.2044000000953758],0,20,20,20,1,violin,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.9497000002861],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3189000000953683],0,22,22,22,1,confident,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2497999997139004],0,23,23,23,1,bomb,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9372000002861114],0,24,24,24,1,confident,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0001999998092685],0,25,25,25,1,butterfly,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8860999999046157],0,26,26,26,1,cheer,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9385999999046248],0,27,27,27,1,street,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.8639000000953843],0,28,28,28,1,cheer,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.89729999971388],0,29,29,29,1,taxi,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9562999997139059],0,30,30,30,1,adventure,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1884000000953563],0,31,31,31,1,crutch,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.0236000003814638],0,32,32,32,1,adventure,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.966800000190716],0,33,33,33,1,vest,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8632999997138882],0,34,34,34,1,taxi,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9331000003814722],0,35,35,35,1,brave,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1354000000953874],0,36,36,36,1,square,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.0725999999046394],0,37,37,37,1,brave,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9975999999046223],0,38,38,38,1,unhappy,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.368099999904615],0,39,39,39,1,deformed,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1733000001907499],0,40,40,40,1,rifle,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.8300000000000125],0,41,41,41,1,deformed,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9349999999999739],0,42,42,42,1,tense,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.6959000000953779],0,43,43,43,1,inferior,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9815000000000111],0,44,44,44,1,exercise,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.883899999618535],0,45,45,45,1,inferior,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.941199999809271],0,46,46,46,1,crutch,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.4020000000000152],0,47,47,47,1,obesity,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0988000001907494],0,48,48,48,1,bless,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.5722999997138913],0,49,49,49,1,obesity,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0215999999046517],0,50,50,50,1,pistol,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9888999996185248],0,51,51,51,1,bored,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1310000000000002],0,52,52,52,1,pity,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9739000000953695],0,53,53,53,1,politeness,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.7279000000953602],0,54,54,54,1,pity,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9780999999046287],0,55,55,55,1,beautiful,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.17340000009537],0,56,56,56,1,street,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9709999999999752],0,57,57,57,1,beautiful,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9757000002861105],0,58,58,58,1,aroused,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9566999998092456],0,59,59,59,1,demon,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9368999996185323],0,60,60,60,1,aroused,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8753999996185371],0,61,61,61,1,cash,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0083000001907294],0,62,62,62,1,immature,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9515999999046301],0,63,63,63,1,cheer,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.0054999999999836],0,64,64,64,1,cheer,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[3.051699999809273],0,65,65,65,1,controlling,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2965000000000089],0,66,66,66,1,messy,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.300400000095351],0,67,67,67,1,cliff,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2479000000953704],0,68,68,68,1,butterfly,l,0,NoHit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.401199999809279],0,69,69,69,1,cliff,d,1,Hit
,,,,,,,12,,2021-12-17_18h31.35.989,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0515999999046244],0,70,70,70,1,erotic,l,0,NoHit
