"participant","Expra.Code","recog_resp.keys","recog_resp.rt","conf_resp.keys","conf_resp.rt","images","type","corr_ans"
31,NA,"left",3.2689,3,1.9546,"stimuli/objects/microwave.jpg","new","right"
31,NA,"left",1.2306,4,0.5611,"stimuli/objects/coffeemaker.jpg","old","left"
31,NA,"left",5.3762,3,0.4456,"stimuli/objects/faxmachine.jpg","old","left"
31,NA,"right",5.6616,2,6.1424,"stimuli/objects/walkietalkie.jpg","old","left"
31,NA,"left",0.9839,4,0.3013,"stimuli/objects/filmnegative.jpg","old","left"
31,NA,"right",2.6137,2,0.5645,"stimuli/objects/podium.jpg","old","left"
31,NA,"left",0.999,4,0.2875,"stimuli/objects/cameracase01a.jpg","old","left"
31,NA,"left",1.4316,4,0.2763,"stimuli/objects/knifesharpener.jpg","old","left"
31,NA,"right",1.3969,1,0.5927,"stimuli/objects/toasteroven.jpg","old","left"
31,NA,"left",0.901,4,0.3371,"stimuli/objects/martiniglass01b.jpg","old","left"
31,NA,"right",1.5903,1,0.2838,"stimuli/objects/hockeygoaliepad.jpg","new","right"
31,NA,"left",0.7768,4,0.3387,"stimuli/objects/peppermill02b.jpg","old","left"
31,NA,"right",1.2569,1,0.2759,"stimuli/objects/nutcracker01.jpg","new","right"
31,NA,"right",3.6446,2,0.8199,"stimuli/objects/espressomachine.jpg","new","right"
31,NA,"left",0.8831,4,0.2544,"stimuli/objects/fanheater.jpg","old","left"
31,NA,"left",3.0707,2,3.535,"stimuli/objects/fuse.jpg","new","right"
31,NA,"right",1.6773,2,0.3748,"stimuli/objects/spotlight.jpg","old","left"
31,NA,"left",2.512,3,0.38,"stimuli/objects/lectern01.jpg","old","left"
31,NA,"right",1.2445,1,0.2937,"stimuli/objects/outletadapter.jpg","new","right"
31,NA,"left",0.9025,4,0.2913,"stimuli/objects/surfboard.jpg","old","left"
31,NA,"right",2.1816,2,0.6376,"stimuli/objects/garlicpress02a.jpg","new","right"
31,NA,"right",5.8637,2,0.3056,"stimuli/objects/beachumbrella01.jpg","old","left"
31,NA,"left",0.8076,4,0.2524,"stimuli/objects/securitycamera.jpg","old","left"
31,NA,"right",13.9229,2,0.5787,"stimuli/objects/usbcable01a.jpg","new","right"
31,NA,"left",1.8235,4,0.4672,"stimuli/objects/heatpump.jpg","old","left"
31,NA,"left",2.834,3,0.5824,"stimuli/objects/caulking.jpg","old","left"
31,NA,"left",0.9052,4,1.5425,"stimuli/objects/knife03.jpg","old","left"
31,NA,"right",1.1296,1,0.2661,"stimuli/objects/crocodileclips.jpg","old","left"
31,NA,"left",0.9657,4,0.3613,"stimuli/objects/photocopier.jpg","old","left"
31,NA,"left",0.9479,4,0.3734,"stimuli/objects/shotglass.jpg","old","left"
31,NA,"left",3.9447,3,0.2832,"stimuli/objects/chocolatefonduedish.jpg","old","left"
31,NA,"right",0.7509,1,0.2501,"stimuli/objects/ladder.jpg","new","right"
31,NA,"right",0.9466,1,0.3086,"stimuli/objects/wateringcan.jpg","old","left"
31,NA,"right",1.1632,1,0.7327,"stimuli/objects/aluminiumfoil.jpg","new","right"
31,NA,"left",6.1897,3,0.5541,"stimuli/objects/contactlens.jpg","new","right"
31,NA,"right",4.9722,2,0.4121,"stimuli/objects/alarmclock01.jpg","new","right"
31,NA,"left",1.8571,4,0.4755,"stimuli/objects/cuttingpliers02.jpg","old","left"
31,NA,"right",3.0079,2,0.2714,"stimuli/objects/hockeygoaliemask.jpg","new","right"
31,NA,"left",1.5936,4,1.1608,"stimuli/objects/fork03c.jpg","old","left"
31,NA,"right",2.8323,2,0.5612,"stimuli/objects/lightbulb01.jpg","old","left"
31,NA,"right",1.6544,4,0.3091,"stimuli/objects/microphone01.jpg","new","right"
31,NA,"left",1.5741,4,0.4705,"stimuli/objects/payphone.jpg","old","left"
31,NA,"left",3.5285,3,0.605,"stimuli/objects/whisk.jpg","old","left"
31,NA,"left",0.9827,4,0.2968,"stimuli/objects/dishrack.jpg","old","left"
31,NA,"left",0.789,4,0.3448,"stimuli/objects/spatula04.jpg","old","left"
31,NA,"right",1.6601,3,1.5126,"stimuli/objects/cellphone.jpg","new","right"
