"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
31,NA,"[""d""]",0,"[9.746599999904646]","bless","l",0,"NoHit"
31,NA,"[""l""]",1,"[5.171599999904629]","nature","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.2006999998092454]","carefree","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.0968000001907114]","nature","d",1,"Hit"
31,NA,"[""l""]",1,"[1.576199999809262]","easygoing","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.9250000000000114]","pillow","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.1116999998092467]","easygoing","d",1,"Hit"
31,NA,"[""l""]",1,"[2.7070999999046137]","gentle","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.1658000001907567]","square","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.0455999999046242]","gentle","d",1,"Hit"
31,NA,"[""l""]",1,"[2.4912000002861134]","carefree","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.1853000001907503]","tool","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.0921999998092815]","bored","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.0427999997139068]","tool","d",1,"Hit"
31,NA,"[""l""]",1,"[1.6274000000953492]","home","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.9174000000953697]","immature","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.0513000001907358]","home","d",1,"Hit"
31,NA,"[""l""]",1,"[1.0928999996185382]","fault","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.3560999999046146]","pillow","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.097400000095348]","violin","l",0,"NoHit"
31,NA,"[""l""]",0,"[1.133599999904618]","violin","d",1,"Hit"
31,NA,"[""l""]",1,"[1.3249000000953686]","tense","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.058499999999981]","confident","l",0,"NoHit"
31,NA,"[""l""]",1,"[0.9765000000000157]","bomb","l",0,"NoHit"
31,NA,"[""d""]",1,"[1.119799999713905]","confident","d",1,"Hit"
31,NA,"[""l""]",1,"[0.9761999998092676]","butterfly","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.7753000001907253]","cheer","l",0,"NoHit"
31,NA,"[""l""]",1,"[0.9507000002861048]","street","l",0,"NoHit"
31,NA,"[""d""]",1,"[0.925300000190731]","cheer","d",1,"Hit"
31,NA,"[""l""]",1,"[0.9558000001907487]","taxi","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.3382999997138825]","adventure","l",0,"NoHit"
31,NA,"[""l""]",1,"[1.13909999990463]","crutch","l",0,"NoHit"
